"","SetCode","NoCopies","Winrate"
"1","NEO",2115,0.714
"2","MID",2094,0.713
"3","ELD",1993,0.711
"4","LEA",1827,0.709
"5","ZNR",1633,0.706
"6","AFR",1487,0.711
"7","WAR",1176,0.715
"8","VOW",1170,0.717
"9","KHM",996,0.707
"10","KLD",915,0.713
"11","M20",787,0.712
"12","AKH",772,0.707
"13","STX",757,0.713
"14","IKO",740,0.708
"15","DIS",664,0.716
"16","SOI",663,0.728
"17","RTR",591,0.713
"18","RNA",577,0.703
"19","GPT",539,0.712
"20","THS",513,0.705
"21","KTK",497,0.713
"22","AER",490,0.707
"23","LRW",435,0.712
"24","GRN",429,0.71
"25","RAV",420,0.699
"26","INV",412,0.726
"27","XLN",401,0.721
"28","DTK",400,0.708
"29","DGM",377,0.703
"30","THB",372,0.704
"31","JOU",357,0.693
"32","DOM",350,0.708
"33","ORI",304,0.735
"34","M14",302,0.705
"35","GTC",258,0.703
"36","M21",246,0.715
"37","HOU",245,0.719
"38","USG",243,0.72
"39","M19",243,0.72
"40","FRF",242,0.724
"41","M10",234,0.709
"42","OGW",219,0.717
"43","MRD",192,0.728
"44","EMN",185,0.725
"45","TSP",180,0.724
"46","ICE",173,0.727
"47","RIX",115,0.725
"48","MOR",115,0.711
"49","DKA",93,0.693
"50","PLC",92,0.715
"51","APC",79,0.714
"52","ZEN",79,0.733
"53","ISD",46,0.699
"54","BFZ",44,0.685
"55","M13",43,0.73
"56","BNG",27,0.652
"57","M15",20,0.7
"58","CMD",12,0.769
"59","PTK",4,0.762
"60","TOR",2,0.667
