"","CardNames","DeckCount","Winrate95Min"
"1","Winds of Abandon",4,67.2
"2","Nahiri, the Harbinger",5,65.5
"3","Kaya, Orzhov Usurper",2,64
"4","Angrath's Rampage",2,64
"5","Shambling Vent",3,63.7
"6","Linvala, Keeper of Silence",3,61.9
"7","Surgical Extraction",11,60.5
"8","Ruin Crab",9,60.4
"9","Glimpse the Unthinkable",9,60.4
"10","Maddening Cacophony",9,60.4
"11","Archive Trap",9,60.4
"12","Crypt Incursion",9,60.4
"13","Visions of Beyond",9,60.4
"14","Mesmeric Orb",9,60.4
"15","Oboro, Palace in the Clouds",9,60.4
"16","Sidewinder Sliver",7,58.8
"17","Chandra, Torch of Defiance",10,58.5
"18","Tranquil Thicket",6,58.2
"19","Anger of the Gods",6,57.1
"20","Maul of the Skyclaves",22,56.6
"21","Behold the Multiverse",3,56.3
"22","Sakura-Tribe Scout",4,56.3
"23","Hedron Crab",10,56.2
"24","Leonin Arbiter",23,55.9
"25","Glorybringer",4,55.6
"26","Nurturing Peatland",64,55.5
"27","Verdant Catacombs",88,55.2
"28","Flickerwisp",22,54.9
"29","Polymorph",2,54.6
"30","Transmogrify",2,54.6
"31","Fire Prophecy",2,54.6
"32","Cloudform",2,54.6
"33","Dwarven Mine",2,54.6
"34","Seal of Fire",35,54.6
"35","Oblivion Stone",32,54.4
"36","Scourge of the Skyclaves",46,54.2
"37","Batterskull",56,54.1
"38","Sword of Fire and Ice",42,54
"39","Arbor Elf",51,53.9
"40","Relic of Progenitus",13,53.8
"41","Adventurous Impulse",11,53.7
"42","Tarmogoyf",54,53.7
"43","Karn Liberated",38,53.6
"44","Ugin, the Spirit Dragon",38,53.6
"45","Wurmcoil Engine",38,53.6
"46","Chromatic Sphere",38,53.6
"47","Ulamog, the Ceaseless Hunger",42,53.6
"48","Fatal Push",97,53.5
"49","Archon of Emeria",24,53.4
"50","Sylvan Scrying",39,53.2
