"","CardNames","DeckCount","WinrateAverage"
"1","Dance of the Manse",1,100
"2","Failure // Comply",1,100
"3","Chained to the Rocks",1,100
"4","Kaya, Orzhov Usurper",2,92.3
"5","Anguished Unmaking",2,92.3
"6","Oath of Kaya",1,91.7
"7","Baneslayer Angel",1,88.9
"8","Cloudform",2,84.6
"9","Fiery Justice",2,81.8
"10","Archon of Emeria",2,80
"11","Emrakul, the Aeons Torn",4,79.2
"12","Arboreal Grazer",3,78.9
"13","Hexdrinker",1,77.8
"14","Fynn, the Fangbearer",1,77.8
"15","Loaming Shaman",1,77.8
"16","Plaguecrafter",1,77.8
"17","Nexus of Fate",1,77.8
"18","Tale's End",1,77.8
"19","Doomskar",1,77.8
"20","Unravel the Aether",21,76.9
"21","Maelstrom Pulse",2,76.9
"22","Containment Priest",3,76
"23","Cindervines",4,75.9
"24","Hex Parasite",2,75
"25","Word of Seizing",2,75
"26","King Narfi's Betrayal",1,75
"27","Orbs of Warding",1,75
"28","Set Adrift",1,75
"29","Bottle Gnomes",1,75
"30","Kami of False Hope",1,75
"31","Damping Matrix",1,75
"32","Warren Weirding",1,75
"33","Necromentia",1,75
"34","Student of Warfare",1,75
"35","Barrier Breach",1,75
"36","Karn Liberated",1,75
"37","Chromatic Orrery",1,75
"38","Golos, Tireless Pilgrim",1,75
"39","Silent Arbiter",1,75
"40","Ashiok, Nightmare Muse",1,75
"41","Galvanic Blast",1,75
"42","Ghirapur Aether Grid",1,75
"43","Tezzeret, Agent of Bolas",1,75
"44","Stone Rain",1,75
"45","Flusterstorm",4,73.9
"46","Invisible Stalker",4,73.9
"47","Distortion Strike",3,73.7
"48","Crypt Incursion",7,73.1
"49","Deglamer",11,73
"50","Extirpate",9,72.7
