"CardNames","CardCount","DeckCount","WinCount","MatchCount","WinrateAverage","Winrate95Min","Winrate95Max","Archetypes","URL","Artists","Colors","CMC","Types","FirstSet","CardCountOutTotalCards","DeckCountOutTotalDecks","AverageCopies"
"Behold the Multiverse",6,2,5,14,35.7,12.8,64.9," 2 Gifts Storm 
"," https://www.mtggoldfish.com/deck/3783543 
 https://www.mtggoldfish.com/deck/3783579 
","Magali Villeneuve","U",4,"Instant","KHM",0.1,0.3,3
"Doomskar",1,1,7,9,77.8,40,97.2," 1 Azorius Taxes 
"," NA 
","Piotr Dura","W",5,"Sorcery","KHM",0,0.2,1
"Fynn, the Fangbearer",1,1,7,9,77.8,40,97.2," 1 Yawgmoth 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-showcase-challenge-2021-03-07#citrusd_th_place 
","Lie Setiawan","G",2,"Creature","KHM",0,0.2,1
"King Narfi's Betrayal",1,1,6,8,75,34.9,96.8," 1 UBRG Shadow 
"," https://magic.wizards.com/en/articles/archive/mtgo-standings/modern-challenge-2021-02-21#benchsummer_th_place 
","Chase Stone","B,U",3,"Enchantment","KHM",0,0.2,1
"Showdown of the Skalds",1,1,5,7,71.4,29,96.3," 1 Naya Midrange 
"," https://www.mtggoldfish.com/deck/3783530 
","Steven Belledin","R,W",4,"Enchantment","KHM",0,0.2,1
