"","CardNames","DeckCount","WinrateAverage"
"1","Retraction Helix",1,100
"2","Veil of Summer",1,100
"3","Kaya, Orzhov Usurper",2,92.3
"4","Angrath's Rampage",2,92.3
"5","Dovin's Veto",1,88.9
"6","Skyclave Cleric",1,88.9
"7","Shambling Vent",3,85.7
"8","Polymorph",2,84.6
"9","Transmogrify",2,84.6
"10","Fire Prophecy",2,84.6
"11","Cloudform",2,84.6
"12","Dwarven Mine",2,84.6
"13","Winds of Abandon",4,83.3
"14","Nahiri, the Harbinger",5,82.4
"15","Inferno Titan",2,81.8
"16","Linvala, Keeper of Silence",3,81.5
"17","Behold the Multiverse",3,80
"18","Sakura-Tribe Scout",4,78.3
"19","Essence Warden",2,77.8
"20","Zulaport Cutthroat",2,77.8
"21","Mirran Crusader",1,77.8
"22","Reveillark",1,77.8
"23","Tangled Florahedron",1,77.8
"24","Neoform",1,77.8
"25","Geier Reach Sanitarium",1,77.8
"26","Thraben Inspector",3,76.2
"27","Sidewinder Sliver",7,75
"28","Urza, Lord High Artificer",3,75
"29","Thopter Foundry",3,75
"30","Doomskar",2,75
"31","Emeria, the Sky Ruin",2,75
"32","Abbot of Keral Keep",2,75
"33","Glimmervoid",2,75
"34","Ramunap Excavator",1,75
"35","Tidehollow Sculler",1,75
"36","Concealed Courtyard",1,75
"37","Cleansing Wildfire",1,75
"38","Darksteel Citadel",1,75
"39","Tezzeret, Agent of Bolas",1,75
"40","Dwynen's Elite",1,75
"41","Elvish Archdruid",1,75
"42","Shaman of the Pack",1,75
"43","Gilt-Leaf Palace",1,75
"44","Idyllic Grange",1,75
"45","Jace, Architect of Thought",1,75
"46","Jace, Cunning Castaway",1,75
"47","Nicol Bolas, Dragon-God",1,75
"48","Samut, the Tested",1,75
"49","Serum Powder",1,75
"50","Doubling Season",1,75
