"","CardNames","DeckCount","WinrateAverage"
"1","Sword of Fire and Ice",1,100
"2","Anguished Unmaking",1,100
"3","Kaya, Orzhov Usurper",1,100
"4","Deafening Clarion",1,91.7
"5","Oath of Kaya",1,91.7
"6","Baneslayer Angel",1,88.9
"7","Selfless Spirit",2,85.7
"8","Liliana, the Last Hope",3,82.6
"9","Archon of Emeria",1,81.8
"10","Yorion, Sky Nomad",8,80.8
"11","Crumble to Dust",2,80
"12","Mystic Repeal",4,79.4
"13","Deicide",11,78.6
"14","Giant Killer",12,77.9
"15","Scavenging Ooze",5,77.8
"16","Liliana of the Veil",1,77.8
"17","Cloudform",1,77.8
"18","Gideon of the Trials",1,77.8
"19","Hexdrinker",1,77.8
"20","Linvala, Keeper of Silence",1,77.8
"21","Fynn, the Fangbearer",1,77.8
"22","Maelstrom Pulse",1,77.8
"23","Temur Battle Rage",1,77.8
"24","Loaming Shaman",1,77.8
"25","Thragtusk",1,77.8
"26","Grand Abolisher",1,77.8
"27","Plaguecrafter",1,77.8
"28","Nexus of Fate",1,77.8
"29","Tale's End",1,77.8
"30","Leonin Relic-Warder",1,77.8
"31","Doomskar",1,77.8
"32","Wheel of Sun and Moon",17,77.6
"33","Lightning Helix",4,77.4
"34","Aven Mindcensor",12,76.9
"35","Monastery Mentor",3,76.9
"36","Ramunap Excavator",7,76.6
"37","Plague Engineer",14,76.5
"38","Ethersworn Canonist",2,76.5
"39","Beast Within",6,76.4
"40","Skyclave Apparition",21,76.3
"41","Radiant Fountain",7,76.2
"42","Containment Priest",3,76
"43","Blightbeetle",3,75.9
"44","Reclamation Sage",14,75.8
"45","Burrenton Forge-Tender",15,75.6
"46","Choke",10,75.6
"47","Eidolon of Rhetoric",5,75.6
"48","Tireless Tracker",11,75.5
"49","Abrupt Decay",8,75.4
"50","Collective Brutality",19,75.2
