"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",91,70.5
"2","Mountain",90,70.9
"3","Wooded Foothills",89,72.5
"4","Forest",86,73
"5","Plains",80,73.5
"6","Bloodstained Mire",71,71.8
"7","Windswept Heath",58,72.9
"8","Path to Exile",53,72
"9","Misty Rainforest",53,72.6
"10","Island",52,69.1
"11","Monastery Swiftspear",52,70.9
"12","Flooded Strand",49,70.7
"13","Swamp",49,72.2
"14","Blood Crypt",48,72.7
"15","Hallowed Fountain",46,71
"16","Steam Vents",44,68.1
"17","Stomping Ground",44,73
"18","Temple Garden",43,75
"19","Skyclave Apparition",42,76.4
"20","Walking Ballista",42,74.4
"21","Fiery Islet",42,69.5
"22","Horizon Canopy",40,75.1
"23","Arid Mesa",40,70.8
"24","Fatal Push",40,72.6
"25","Scalding Tarn",40,67.1
"26","Field of Ruin",38,73.3
"27","Breeding Pool",38,71.2
"28","Polluted Delta",37,69.7
"29","Force of Negation",36,70.8
"30","Mishra's Bauble",36,71.3
"31","Opt",35,69.1
"32","Ghost Quarter",35,74.1
"33","Thoughtseize",34,72.4
"34","Verdant Catacombs",34,75.4
"35","Stoneforge Mystic",34,73.2
"36","Teferi, Time Raveler",33,72.2
"37","Cavern of Souls",33,72
"38","Sacred Foundry",32,70.2
"39","Blast Zone",32,71.7
"40","Mana Leak",31,70.8
"41","Noble Hierarch",31,73.6
"42","Inquisition of Kozilek",30,73.4
"43","Dismember",30,71.1
"44","Snapcaster Mage",29,69.6
"45","Spirebluff Canal",28,66.8
"46","Snow-Covered Plains",28,71.7
"47","Cryptic Command",27,70.4
"48","Utopia Sprawl",27,75.2
"49","Karn, the Great Creator",27,70.1
"50","Supreme Verdict",26,71.4
