"","SetName","Winrate","Presence"
"1","ZNR",NA,0
"2","5DN",NA,0
"3","M21",NA,0
"4","THB",NA,0
"5","STH",NA,0
"6","MH1",NA,0
"7","DTK",NA,0
"8","RAV",NA,0
"9","FUT",NA,0
"10","ZEN",NA,0
"11","LEA",NA,0
"12","AER",NA,0
"13","DIS",NA,0
"14","ONS",NA,0
"15","LEG",NA,0
"16","NPH",NA,0
"17","WWK",NA,0
"18","XLN",NA,0
"19","GPT",NA,0
"20","PLS",NA,0
"21","CON",NA,0
"22","ICE",NA,0
"23","GRN",NA,0
"24","DST",NA,0
"25","ROE",NA,0
"26","M14",NA,0
"27","LRW",NA,0
"28","WAR",NA,0
"29","RNA",NA,0
"30","SOM",NA,0
"31","KTK",NA,0
"32","NEM",NA,0
"33","AVR",NA,0
"34","DKA",NA,0
"35","CSP",NA,0
"36","EVE",NA,0
"37","ISD",NA,0
"38","RTR",NA,0
"39","M15",NA,0
"40","MBS",NA,0
"41","M12",NA,0
"42","IKO",NA,0
"43","DOM",NA,0
"44","OGW",NA,0
"45","CHK",NA,0
"46","TSP",NA,0
"47","FRF",NA,0
"48","BFZ",NA,0
"49","M11",NA,0
"50","ATQ",NA,0
"51","INV",NA,0
"52","ELD",NA,0
"53","KLD",NA,0
"54","MOR",NA,0
"55","EMN",NA,0
"56","M10",NA,0
"57","ARB",NA,0
"58","GTC",NA,0
"59","AKH",NA,0
"60","SOI",NA,0
"61","JOU",NA,0
"62","JUD",NA,0
"63","KHM",NA,0
"64","WTH",NA,0
"65","MRD",NA,0
"66","CMD",NA,0
"67","SHM",NA,0
"68","DRK",NA,0
"69","M13",NA,0
"70","DGM",NA,0
"71","SOK",NA,0
"72","HOU",NA,0
"73","M20",NA,0
"74","THS",NA,0
"75","MIR",NA,0
"76","PLC",NA,0
"77","M19",NA,0
"78","ALA",NA,0
"79","ALL",NA,0
"80","ODY",NA,0
"81","ORI",NA,0
"82","P02",NA,0
"83","APC",NA,0
"84","ULG",NA,0
"85","SCG",NA,0
"86","BNG",NA,0
"87","RIX",NA,0
