"","CardNames","DeckCount","Winrate95Min"
"1","Skyclave Apparition",42,71.7
"2","Auriok Champion",21,71.3
"3","Conclave Mentor",20,71.2
"4","Heliod, Sun-Crowned",20,71.2
"5","Spike Feeder",20,71.2
"6","Ranger-Captain of Eos",21,71.2
"7","Collected Company",22,71.1
"8","Prismatic Vista",20,71
"9","Overgrown Tomb",23,70.5
"10","Horizon Canopy",40,70.2
"11","Temple Garden",43,70.2
"12","Verdant Catacombs",34,70.1
"13","Birds of Paradise",11,70
"14","Plains",80,69.9
"15","Walking Ballista",42,69.5
"16","Forest",86,69.5
"17","Giver of Runes",16,69.3
"18","Nurturing Peatland",25,69.2
"19","Utopia Sprawl",27,69.2
"20","Wooded Foothills",89,69.1
"21","Ghost Quarter",35,68.7
"22","Windswept Heath",58,68.7
"23","Tarmogoyf",18,68.6
"24","Pendelhaven",25,68.5
"25","Batterskull",24,68.3
"26","Misty Rainforest",53,68.2
"27","Arbor Elf",26,68.1
"28","Field of Ruin",38,68.1
"29","Stomping Ground",44,68.1
"30","Eladamri's Call",14,68
"31","Blood Crypt",48,67.9
"32","Bloodstained Mire",71,67.9
"33","Noble Hierarch",31,67.8
"34","Snow-Covered Forest",19,67.7
"35","Assassin's Trophy",6,67.6
"36","Stoneforge Mystic",34,67.6
"37","Swamp",49,67.5
"38","Path to Exile",53,67.5
"39","Fatal Push",40,67.4
"40","Mountain",90,67.4
"41","Kolaghan's Command",18,67.3
"42","Sword of Fire and Ice",18,67.3
"43","Inquisition of Kozilek",30,67.3
"44","Winds of Abandon",4,67.2
"45","Maul of the Skyclaves",11,67.1
"46","Aether Vial",24,67.1
"47","Archangel of Thune",6,67
"48","Lightning Bolt",91,67
"49","Thoughtseize",34,66.7
"50","Teferi, Time Raveler",33,66.5
