"","CardNames","DeckCount","WinrateAverage"
"1","Veil of Summer",68,73.6
"2","Mystical Dispute",57,69
"3","Aether Gust",56,69.7
"4","Path to Exile",54,73.1
"5","Rest in Peace",44,74
"6","Pithing Needle",44,71
"7","Damping Sphere",42,74.2
"8","Auriok Champion",41,74.1
"9","Lurrus of the Dream-Den",38,71.6
"10","Kozilek's Return",37,70.2
"11","Grafdigger's Cage",35,70.2
"12","Soul-Guide Lantern",33,70.6
"13","Ashiok, Dream Render",32,73.6
"14","Abrade",32,67.3
"15","Tormod's Crypt",32,68.2
"16","Engineered Explosives",31,73.9
"17","Celestial Purge",30,70
"18","Dismember",30,70.3
"19","Relic of Progenitus",29,69.6
"20","Ensnaring Bridge",28,70.1
"21","Kor Firewalker",27,72
"22","Liquimetal Coating",27,70.1
"23","Nature's Claim",25,72
"24","Walking Ballista",23,69.2
"25","Timely Reinforcements",22,72.6
"26","Nihil Spellbomb",22,73.7
"27","Trinisphere",22,70.1
"28","Skyclave Apparition",21,76.3
"29","Spell Pierce",21,67.5
"30","Force of Vigor",20,71.6
"31","Dragon's Claw",19,69.3
"32","Collective Brutality",19,75.2
"33","Vapor Snag",18,68.1
"34","Leyline of Sanctity",18,69.4
"35","Thoughtseize",18,72.4
"36","Surgical Extraction",18,65.5
"37","Wheel of Sun and Moon",17,77.6
"38","Obstinate Baloth",17,72.7
"39","Sundering Titan",17,71.8
"40","Fatal Push",16,74.2
"41","Weather the Storm",16,70.2
"42","Kolaghan's Command",16,70.1
"43","Anger of the Gods",15,68.1
"44","Cleansing Wildfire",15,70.8
"45","Ancient Grudge",15,70.9
"46","Phyrexian Revoker",15,75.2
"47","Skysovereign, Consul Flagship",15,70.2
"48","Burrenton Forge-Tender",15,75.6
"49","Plague Engineer",14,76.5
"50","Reclamation Sage",14,75.8
