"","CardNames","DeckCount","Winrate95Min"
"1","Wheel of Sun and Moon",17,70.2
"2","Yorion, Sky Nomad",8,69.9
"3","Veil of Summer",68,69.7
"4","Skyclave Apparition",21,69.6
"5","Damping Sphere",42,69.4
"6","Rest in Peace",44,69.2
"7","Deicide",11,69.1
"8","Giant Killer",12,69.1
"9","Auriok Champion",41,69.1
"10","Path to Exile",54,68.7
"11","Engineered Explosives",31,68
"12","Ashiok, Dream Render",32,67.8
"13","Plague Engineer",14,67.7
"14","Aven Mindcensor",12,67.6
"15","Collective Brutality",19,67.6
"16","Burrenton Forge-Tender",15,67.3
"17","Reclamation Sage",14,67.2
"18","Phyrexian Revoker",15,66.8
"19","Nihil Spellbomb",22,66.7
"20","Sword of Fire and Ice",1,66.4
"21","Anguished Unmaking",1,66.4
"22","Kaya, Orzhov Usurper",1,66.4
"23","Lurrus of the Dream-Den",38,66.2
"24","Fatal Push",16,65.9
"25","Pithing Needle",44,65.9
"26","Tireless Tracker",11,65.6
"27","Kor Firewalker",27,65.6
"28","Timely Reinforcements",22,65.5
"29","Choke",10,65.4
"30","Aether Gust",56,65.2
"31","Nature's Claim",25,65.1
"32","Alpine Moon",14,65
"33","Obstinate Baloth",17,64.7
"34","Soul-Guide Lantern",33,64.7
"35","Kozilek's Return",37,64.7
"36","Mystical Dispute",57,64.5
"37","Thoughtseize",18,64.4
"38","Ramunap Excavator",7,64.3
"39","Grafdigger's Cage",35,64.3
"40","Dismember",30,64.1
"41","Force of Vigor",20,64
"42","Blast Zone",12,63.9
"43","Radiant Fountain",7,63.8
"44","Selfless Spirit",2,63.7
"45","Pact of Negation",9,63.6
"46","Unravel the Aether",12,63.6
"47","Celestial Purge",30,63.6
"48","Ensnaring Bridge",28,63.5
"49","Liquimetal Coating",27,63.3
"50","Sundering Titan",17,63.2
