"","SetName","Winrate","Presence"
"1","SHM",NA,0
"2","IKO",NA,0
"3","M20",NA,0
"4","ZNR",NA,0
"5","DOM",NA,0
"6","RTR",NA,0
"7","JOU",NA,0
"8","ELD",NA,0
"9","5DN",NA,0
"10","CON",NA,0
"11","WAR",NA,0
"12","MH1",NA,0
"13","FUT",NA,0
"14","EMN",NA,0
"15","LRW",NA,0
"16","M15",NA,0
"17","MBS",NA,0
"18","SOM",NA,0
"19","DST",NA,0
"20","SOI",NA,0
"21","RNA",NA,0
"22","AER",NA,0
"23","SOK",NA,0
"24","WWK",NA,0
"25","M12",NA,0
"26","TMP",NA,0
"27","M19",NA,0
"28","M11",NA,0
"29","THB",NA,0
"30","OGW",NA,0
"31","HOU",NA,0
"32","DKA",NA,0
"33","NPH",NA,0
"34","BNG",NA,0
"35","STH",NA,0
"36","ALA",NA,0
"37","CMD",NA,0
"38","AVR",NA,0
"39","TSP",NA,0
"40","WTH",NA,0
"41","DRK",NA,0
"42","GTC",NA,0
"43","GRN",NA,0
"44","DTK",NA,0
"45","KLD",NA,0
"46","XLN",NA,0
"47","ZEN",NA,0
"48","PLC",NA,0
"49","MOR",NA,0
"50","GPT",NA,0
"51","RAV",NA,0
"52","THS",NA,0
"53","PLS",NA,0
"54","DGM",NA,0
"55","FRF",NA,0
"56","BFZ",NA,0
"57","KTK",NA,0
"58","C14",NA,0
"59","LEA",NA,0
"60","DIS",NA,0
"61","MRD",NA,0
"62","ISD",NA,0
"63","M10",NA,0
"64","ROE",NA,0
"65","M21",NA,0
"66","USG",NA,0
"67","AKH",NA,0
"68","KHM",NA,0
"69","ARB",NA,0
"70","M13",NA,0
"71","RIX",NA,0
"72","ORI",NA,0
"73","BOK",NA,0
"74","ULG",NA,0
"75","ALL",NA,0
"76","ICE",NA,0
"77","LEG",NA,0
"78","CHK",NA,0
"79","EVE",NA,0
"80","INV",NA,0
"81","NEM",NA,0
