"","Artist","NoCopies","Winrate"
"1","Rob Alexander",10118,0.799
"2","Christopher Rush",5060,0.8
"3","Mark Poole",2788,0.795
"4","Eric Deschamps",2328,0.797
"5","Chippy",2066,0.791
"6","Adam Paquette",1905,0.792
"7","Anastasia Ovchinnikova",1712,0.798
"8","Steve Argyle",1696,0.794
"9","Shelly Wan",1688,0.803
"10","Philip Straub",1657,0.795
"11","Ron Spears",1648,0.795
"12","Aleksi Briclot",1646,0.791
"13","Tomasz Jedruszek",1630,0.784
"14","Franz Vohwinkel",1561,0.793
"15","Raymond Swanland",1552,0.798
"16","Chris Rallis",1541,0.797
"17","John Avon",1527,0.806
"18","Todd Lockwood",1465,0.794
"19","Douglas Shuler",1428,0.797
"20","Jonas De Ro",1427,0.8
"21","Jason Chan",1390,0.796
"22","John Stanko",1382,0.797
"23","Svetlin Velinov",1380,0.801
"24","Terese Nielsen",1334,0.8
"25","Chase Stone",1295,0.805
"26","Vance Kovacs",1240,0.79
"27","Seb McKinnon",1239,0.794
"28","Paul Scott Canavan",1185,0.797
"29","Anthony S. Waters",1168,0.801
"30","Ryan Pancoast",1154,0.802
"31","Dave Kendall",1150,0.799
"32","Vincent Proce",1149,0.796
"33","Mark Tedin",1117,0.805
"34","Mark Zug",1117,0.794
"35","Jung Park",1097,0.797
"36","Howard Lyon",1058,0.795
"37","Alayna Danner",1052,0.79
"38","Kev Walker",1044,0.802
"39","Jesper Myrfors",1042,0.792
"40","Ekaterina Burmak",1031,0.795
"41","Cyril Van Der Haegen",1027,0.798
"42","Sam Burley",1026,0.796
"43","Titus Lunter",1014,0.798
"44","Chris Rahn",999,0.809
"45","Randy Vargas",980,0.804
"46","Yeong-Hao Han",979,0.801
"47","Daarken",975,0.794
"48","Simon Dominic",973,0.797
"49","Cliff Childs",970,0.802
"50","Lake Hurwitz",951,0.79
"51","Izzy",949,0.795
"52","Tom Wänerstrand",910,0.792
"53","Pete Venters",882,0.801
"54","Jason Rainville",878,0.8
"55","Martina Fackova",864,0.79
"56","James Paick",855,0.8
"57","Dmitry Burmak",806,0.794
"58","Michael Sutfin",805,0.789
"59","Warren Mahy",790,0.807
"60","Anson Maddocks",771,0.805
"61","Mike Bierek",763,0.793
"62","Raoul Vitale",757,0.803
"63","Kari Christensen",743,0.788
"64","Volkan Baǵa",734,0.784
"65","Lius Lasahido",674,0.789
"66","Darrell Riche",664,0.802
"67","Kieran Yanner",644,0.798
"68","Richard Wright",621,0.798
"69","Matt Stewart",621,0.798
"70","Wisnu Tan",615,0.806
"71","Wayne England",606,0.792
"72","Heather Hudson",583,0.803
"73","Jean-Sébastien Rossbach",572,0.807
"74","Cynthia Sheppard",570,0.79
"75","Michael Komarck",567,0.795
"76","Daniel Ljunggren",562,0.793
"77","Greg Hildebrandt",562,0.808
"78","Jeff Miracola",558,0.799
"79","Jason Felix",550,0.797
"80","Amy Weber",545,0.792
"81","Evan Shipard",535,0.805
"82","David Martin",528,0.798
"83","Justin Murray",514,0.79
"84","Richard Whitters",508,0.807
"85","Dimitar Marinski",492,0.804
"86","Victor Adame Minguez",492,0.786
"87","John Howe",485,0.793
"88","Scott Murphy",481,0.806
"89","Dan Frazier",477,0.789
"90","Lucas Graciano",467,0.798
"91","Erica Yang",455,0.8
"92","Slawomir Maniak",453,0.788
"93","Ben Thompson",445,0.796
"94","Donato Giancola",440,0.786
"95","Dan Scott",437,0.815
"96","Martina Pilcerova",433,0.805
"97","Steven Belledin",433,0.798
"98","Adam Rex",430,0.802
"99","Zoltan Boros",428,0.801
"100","rk post",425,0.799
"101","Christopher Moeller",423,0.795
"102","Noah Bradley",407,0.795
"103","Michael C. Hayes",403,0.796
"104","Johannes Voss",397,0.791
"105","Greg Staples",396,0.792
"106","David Rapoza",394,0.795
"107","Caroline Gariba",383,0.806
"108","Mathias Kollros",355,0.805
"109","Heonhwa Choe",335,0.802
"110","Bastien L. Deharme",333,0.822
"111","Gabor Szikszai",331,0.802
"112","Campbell White",324,0.799
"113","Magali Villeneuve",323,0.784
"114","David Palumbo",319,0.792
"115","Johann Bodin",307,0.795
"116","Luca Zontini",300,0.8
"117","Caio Monteiro",289,0.792
"118","Alex Horley-Orlandelli",288,0.801
"119","Fred Fields",286,0.792
"120","Jim Nelson",285,0.807
"121","Jaime Jones",282,0.785
"122","Yongjae Choi",281,0.804
"123","Scott M. Fischer",270,0.797
"124","Pat Morrissey",269,0.807
"125","Nicholas Gregory",244,0.784
"126","Christine Choi",240,0.799
"127","Jesper Ejsing",231,0.801
"128","Craig J Spearing",230,0.788
"129","Lie Setiawan",229,0.811
"130","Zoltan Boros & Gabor Szikszai",224,0.802
"131","Mark A. Nelson",219,0.777
"132","Chris Ostrowski",217,0.798
"133","Nils Hamm",208,0.797
"134","Karl Kopinski",203,0.802
"135","Dave DeVries",192,0.801
"136","DiTerlizzi",175,0.787
"137","Tomas Giorello",164,0.798
"138","Randy Gallegos",163,0.821
"139","Charles Urbach",162,0.819
"140","Filip Burburan",160,0.781
"141","Deruchenko Alexander",159,0.778
