"","CardNames","DeckCount","WinrateAverage"
"1","Lightning Bolt",708,79.5
"2","Steam Vents",620,79.9
"3","Forest",614,80.2
"4","Island",605,79.4
"5","Scalding Tarn",591,79.5
"6","Mountain",588,79.9
"7","Misty Rainforest",572,80.2
"8","Wooded Foothills",570,80.2
"9","Plains",488,79.2
"10","Flooded Strand",479,80.1
"11","Stomping Ground",445,80.9
"12","Breeding Pool",427,80.6
"13","Bloodstained Mire",407,79.4
"14","Mishra's Bauble",395,78.5
"15","Teferi, Time Raveler",345,79.9
"16","Windswept Heath",340,80.4
"17","Polluted Delta",335,78.9
"18","Hallowed Fountain",334,79.9
"19","Sacred Foundry",332,80.5
"20","Swamp",324,79
"21","Temple Garden",316,80.3
"22","Force of Negation",304,79.8
"23","Raugrin Triome",293,80.3
"24","Wrenn and Six",286,80.9
"25","Fiery Islet",283,80
"26","Ketria Triome",273,80.6
"27","Blood Crypt",267,78.7
"28","Arid Mesa",260,79.7
"29","Monastery Swiftspear",258,79.8
"30","Thoughtseize",252,78.7
"31","Spirebluff Canal",250,79.4
"32","Expressive Iteration",246,79.2
"33","Verdant Catacombs",240,79.1
"34","Fatal Push",235,78.9
"35","Inquisition of Kozilek",233,78.5
"36","Urza's Saga",233,80.6
"37","Prismatic Ending",220,80.1
"38","Ragavan, Nimble Pilferer",218,79.3
"39","Archmage's Charm",217,78.4
"40","Dragon's Rage Channeler",216,79
"41","Unholy Heat",208,79
"42","Cryptic Command",200,79.2
"43","Counterspell",200,79.5
"44","Overgrown Tomb",198,79.1
"45","Omnath, Locus of Creation",196,81.5
"46","Shadowspear",184,80.2
"47","Snow-Covered Island",181,80.6
"48","Supreme Verdict",181,78.2
"49","Watery Grave",180,79.3
"50","Cavern of Souls",178,81.4
