"","CardNames","DeckCount","Winrate95Min"
"1","Relic of Progenitus",221,78.5
"2","Force of Vigor",278,78.4
"3","Tormod's Crypt",189,77.9
"4","Wurmcoil Engine",71,77.8
"5","Engineered Explosives",493,77.8
"6","Pithing Needle",294,77.7
"7","Mystical Dispute",464,77.7
"8","Endurance",199,77.6
"9","Torpor Orb",140,77.5
"10","Soul-Guide Lantern",260,77.5
"11","Kor Firewalker",123,77.2
"12","Cleansing Wildfire",131,77.1
"13","Liquimetal Coating",122,76.9
"14","Dismember",135,76.9
"15","Veil of Summer",384,76.9
"16","Lurrus of the Dream-Den",410,76.9
"17","Abrade",166,76.8
"18","Rest in Peace",199,76.8
"19","Path to Exile",296,76.7
"20","Ancient Grudge",59,76.6
"21","Flusterstorm",175,76.6
"22","Alpine Moon",203,76.6
"23","Aether Gust",321,76.6
"24","Lightning Helix",35,76.4
"25","Leyline of Sanctity",75,76.4
"26","Foundation Breaker",88,76.4
"27","Force of Negation",171,76.4
"28","Skullcrack",57,76.3
"29","Ensnaring Bridge",111,76.3
"30","Chalice of the Void",211,76.3
"31","Celestial Purge",162,76.1
"32","Prismatic Ending",115,76
"33","Thoughtseize",172,76
"34","Blood Moon",192,75.9
"35","Kozilek, Butcher of Truth",76,75.8
"36","Kaheera, the Orphanguard",83,75.7
"37","Walking Ballista",100,75.7
"38","Jegantha, the Wellspring",25,75.6
"39","Ghost Quarter",64,75.6
"40","Dovin's Veto",117,75.6
"41","Sanctifier en-Vec",129,75.6
"42","Roiling Vortex",74,75.4
"43","Nature's Claim",78,75.4
"44","Smash to Smithereens",83,75.4
"45","Spell Pierce",155,75.3
"46","Kozilek's Return",175,75.3
"47","Skysovereign, Consul Flagship",45,75.2
"48","Deflecting Palm",61,75.2
"49","Emrakul, the Aeons Torn",69,75.2
"50","Wear // Tear",97,75.2
