"","SetCode","NoCopies","Winrate"
"1","LEA",3201,0.64
"2","MRD",2327,0.632
"3","ICE",1393,0.653
"4","MH2",811,0.638
"5","SOM",641,0.636
"6","LRW",619,0.659
"7","ROE",615,0.626
"8","ATQ",596,0.645
"9","TSP",570,0.632
"10","M11",474,0.659
"11","MBS",473,0.641
"12","MH1",453,0.651
"13","VOW",423,0.638
"14","AFR",411,0.636
"15","USG",407,0.641
"16","DRK",375,0.65
"17","JUD",358,0.646
"18","DST",356,0.635
"19","ALL",336,0.649
"20","XLN",321,0.647
"21","C16",298,0.647
"22","ULG",280,0.644
"23","KTK",275,0.68
"24","RAV",270,0.663
"25","DOM",260,0.619
"26","DKA",252,0.643
"27","ZEN",239,0.668
"28","M13",238,0.654
"29","IKO",235,0.61
"30","NPH",232,0.614
"31","DIS",229,0.648
"32","WWK",215,0.638
"33","ISD",211,0.655
"34","INV",201,0.619
"35","MMQ",198,0.613
"36","RTR",193,0.657
"37","BOK",188,0.658
"38","GPT",184,0.595
"39","SOI",183,0.667
"40","M12",181,0.632
"41","VIS",163,0.606
"42","KHM",162,0.63
"43","AVR",160,0.627
"44","MID",152,0.62
"45","TOR",149,0.613
"46","HOU",146,0.636
"47","AKH",141,0.629
"48","STH",127,0.636
"49","CN2",113,0.63
"50","EVE",109,0.601
"51","ZNR",103,0.621
"52","ONS",101,0.642
"53","C20",95,0.651
"54","SHM",93,0.601
"55","JMP",88,0.643
"56","APC",81,0.643
"57","CSP",77,0.686
"58","CMR",75,0.678
"59","LEG",75,0.647
"60","FUT",72,0.675
"61","ALA",70,0.676
"62","PLC",70,0.591
"63","STX",69,0.632
"64","THB",69,0.609
"65","FRF",66,0.567
"66","ORI",64,0.7
"67","PLS",64,0.637
"68","ODY",62,0.66
"69","TMP",62,0.609
"70","CHK",52,0.595
"71","RNA",51,0.595
"72","GTC",51,0.599
"73","EMN",48,0.589
"74","OGW",47,0.625
"75","SCG",47,0.594
"76","M10",45,0.593
"77","M15",44,0.61
"78","FEM",40,0.623
"79","LGN",38,0.586
"80","5DN",32,0.603
"81","ARB",25,0.644
"82","BFZ",22,0.638
"83","MOR",22,0.537
"84","KLD",20,0.556
"85","BNG",12,0.556
"86","JOU",12,0.556
"87","DGM",12,0.556
"88","M14",10,0.474
"89","ELD",9,0.611
"90","P02",8,0.615
"91","WAR",7,0.6
"92","NEM",7,0.583
"93","THS",6,0.583
"94","WTH",5,0.714
"95","M21",4,0.667
"96","ARN",2,0.667
"97","CNS",1,0.667
"98","RIX",1,0.667
