"","SetCode","NoCopies","Winrate"
"1","MID",1929,0.724
"2","LEA",1891,0.718
"3","ELD",1675,0.724
"4","NEO",1638,0.726
"5","SNC",1348,0.72
"6","AFR",1299,0.722
"7","ZNR",1152,0.719
"8","KHM",1111,0.72
"9","WAR",1080,0.724
"10","VOW",981,0.719
"11","M20",911,0.711
"12","KLD",879,0.717
"13","KTK",800,0.718
"14","SOI",778,0.726
"15","THS",630,0.717
"16","RTR",609,0.717
"17","DIS",601,0.717
"18","GRN",577,0.705
"19","AER",565,0.723
"20","AKH",497,0.727
"21","IKO",495,0.715
"22","THB",456,0.716
"23","INV",435,0.719
"24","DOM",415,0.732
"25","LRW",412,0.724
"26","GPT",398,0.716
"27","STX",395,0.714
"28","XLN",376,0.72
"29","M14",376,0.721
"30","OGW",342,0.72
"31","RAV",332,0.713
"32","DTK",299,0.73
"33","ICE",283,0.714
"34","ORI",256,0.726
"35","M19",254,0.707
"36","RIX",249,0.729
"37","M10",239,0.694
"38","EMN",238,0.72
"39","M21",213,0.731
"40","TSP",194,0.713
"41","HOU",192,0.726
"42","ZEN",183,0.724
"43","FRF",154,0.711
"44","DGM",150,0.739
"45","APC",147,0.729
"46","RNA",138,0.719
"47","GTC",137,0.727
"48","JOU",128,0.719
"49","USG",114,0.737
"50","DKA",108,0.738
"51","MOR",97,0.731
"52","PLC",82,0.72
"53","PTK",82,0.703
"54","MRD",63,0.763
"55","ISD",47,0.661
"56","BFZ",43,0.653
"57","M15",38,0.719
"58","BNG",37,0.756
"59","DST",27,0.71
"60","M12",16,0.72
"61","M13",15,0.748
"62","CMD",13,0.733
"63","FUT",8,0.75
"64","ALA",4,0.706
"65","ATQ",4,0.778
"66","ROE",4,0.571
"67","SOM",3,0.727
