"","CardNames","DeckCount","WinrateAverage"
"1","Otawara, Soaring City",155,71.8
"2","Island",148,71.1
"3","Sokenzan, Crucible of Defiance",129,73
"4","Mountain",118,72.3
"5","Den of the Bugbear",111,72.6
"6","Hall of Storm Giants",108,71.8
"7","Strangle",104,70.5
"8","Swamp",102,72.5
"9","Blood Crypt",97,72
"10","Fatal Push",95,71.9
"11","Plains",95,72.9
"12","Fable of the Mirror-Breaker",92,72
"13","Blightstep Pathway",90,72.5
"14","Eiganjo, Seat of the Empire",89,73.3
"15","Takenuma, Abandoned Mire",88,72.7
"16","Hive of the Eye Tyrant",87,72.5
"17","Steam Vents",85,71.2
"18","Consider",84,71
"19","Haunted Ridge",82,72.4
"20","Urborg, Tomb of Yawgmoth",82,72
"21","Bonecrusher Giant",79,71.7
"22","Spirebluff Canal",77,71.8
"23","Thoughtseize",76,71.9
"24","Riverglide Pathway",76,71.7
"25","Bloodtithe Harvester",75,72.5
"26","Treasure Cruise",75,71.4
"27","Opt",75,71.4
"28","Kroxa, Titan of Death's Hunger",70,71.6
"29","Fiery Impulse",70,71.7
"30","Stormcarved Coast",70,71.5
"31","Boseiju, Who Endures",69,72.4
"32","Dreadbore",68,70.7
"33","Galvanic Iteration",68,72.2
"34","Ledger Shredder",67,72
"35","Arclight Phoenix",65,71.5
"36","Lightning Axe",65,71.3
"37","Spikefield Hazard",65,72.4
"38","Forest",64,70
"39","Pieces of the Puzzle",64,71.7
"40","Temporal Trespass",62,71.5
"41","Chandra, Torch of Defiance",61,71.5
"42","Hallowed Fountain",61,71.5
"43","Graveyard Trespasser",59,71.4
"44","Castle Locthwain",55,71.5
"45","Thing in the Ice",55,71.6
"46","Chart a Course",54,71.5
"47","Castle Ardenvale",53,73.4
"48","Elvish Mystic",51,71.3
"49","Llanowar Elves",50,71.3
"50","Lair of the Hydra",49,71.8
