"","ArtistName","Winrate","Presence"
"1","Lius Lasahido",NA,0
"2","Jean-Sébastien Rossbach",NA,0
"3","Lake Hurwitz",NA,0
"4","Cliff Childs",NA,0
"5","Slawomir Maniak",NA,0
"6","Todd Lockwood",NA,0
"7","Pete Venters",NA,0
"8","Ron Spears",NA,0
"9","Adam Paquette",NA,0
"10","Rebecca Guay",NA,0
"11","Johann Bodin",NA,0
"12","Richard Kane Ferguson",NA,0
"13","Noah Bradley",NA,0
"14","Daarken",NA,0
"15","Chris Seaman",NA,0
"16","Chuck Lukacs",NA,0
"17","Raymond Swanland",NA,0
"18","Joseph Meehan",NA,0
"19","Chris Rahn",NA,0
"20","Vance Kovacs",NA,0
"21","Tomasz Jedruszek",NA,0
"22","Christopher Rush",NA,0
"23","Jonas De Ro",NA,0
"24","Mathias Kollros",NA,0
"25","Aleksi Briclot",NA,0
"26","Christopher Moeller",NA,0
"27","Jonathan Kuo",NA,0
"28","Jason Chan",NA,0
"29","Michael Sutfin",NA,0
"30","Daniel Ljunggren",NA,0
"31","Seb McKinnon",NA,0
"32","Anna Podedworna",NA,0
"33","Svetlin Velinov",NA,0
"34","Terese Nielsen",NA,0
"35","Volkan Baǵa",NA,0
"36","Adam Rex",NA,0
"37","Jung Park",NA,0
"38","Eric Deschamps",NA,0
"39","Igor Kieryluk",NA,0
"40","Jason Rainville",NA,0
"41","Kieran Yanner",NA,0
"42","Mark Zug",NA,0
"43","David Palumbo",NA,0
"44","Matt Stewart",NA,0
"45","Nicholas Gregory",NA,0
"46","Jim Nelson",NA,0
"47","Chris Ostrowski",NA,0
"48","Randy Gallegos",NA,0
"49","Dan Scott",NA,0
"50","Dave Kendall",NA,0
"51","Jim Murray",NA,0
"52","Ryan Pancoast",NA,0
"53","Tim Hildebrandt",NA,0
"54","Randy Vargas",NA,0
"55","Austin Hsu",NA,0
"56","Chase Stone",NA,0
"57","Steven Belledin",NA,0
"58","Alayna Danner",NA,0
"59","Paul Scott Canavan",NA,0
"60","Alan Pollack",NA,0
"61","Ekaterina Burmak",NA,0
"62","Kev Walker",NA,0
"63","Michael Komarck",NA,0
"64","James Paick",NA,0
"65","Magali Villeneuve",NA,0
"66","Jama Jurabaev",NA,0
"67","Tom Wänerstrand",NA,0
"68","Heather Hudson",NA,0
"69","Jesper Ejsing",NA,0
"70","Chris Rallis",NA,0
"71","Matt Cavotta",NA,0
"72","Franz Vohwinkel",NA,0
"73","Don Hazeltine",NA,0
"74","Dimitar Marinski",NA,0
"75","Jeremy Jarvis",NA,0
"76","Izzy",NA,0
"77","Mark Tedin",NA,0
"78","Chris Cold",NA,0
"79","Cynthia Sheppard",NA,0
"80","Vincent Proce",NA,0
"81","Sam Burley",NA,0
"82","Tyler Walpole",NA,0
"83","Greg Staples",NA,0
"84","Grzegorz Rutkowski",NA,0
"85","Yeong-Hao Han",NA,0
"86","Ron Spencer",NA,0
"87","John Avon",NA,0
"88","Lie Setiawan",NA,0
"89","Campbell White",NA,0
"90","Pat Lee",NA,0
"91","Jason Kang",NA,0
"92","Zoltan Boros & Gabor Szikszai",NA,0
"93","Donato Giancola",NA,0
"94","Dave Allsop",NA,0
"95","Jason Alexander Behnke",NA,0
"96","Mila Pesic",NA,0
"97","Anna Steinbauer",NA,0
"98","Wayne England",NA,0
"99","Mark Behm",NA,0
"100","Amy Weber",NA,0
"101","Lucas Graciano",NA,0
"102","Caio Monteiro",NA,0
"103","David Rapoza",NA,0
"104","Jaime Jones",NA,0
"105","Howard Lyon",NA,0
"106","Filip Burburan",NA,0
"107","Forrest Imel",NA,0
"108","Sam Wood",NA,0
"109","Anthony Francisco",NA,0
"110","David Martin",NA,0
"111","Eric Peterson",NA,0
"112","Erica Yang",NA,0
"113","Winona Nelson",NA,0
"114","Victor Adame Minguez",NA,0
"115","Andrey Kuzinskiy",NA,0
"116","YW Tang",NA,0
"117","Steve Argyle",NA,0
"118","Zoltan Boros",NA,0
"119","Jack Wang",NA,0
"120","Raoul Vitale",NA,0
"121","Titus Lunter",NA,0
"122","rk post",NA,0
"123","Yongjae Choi",NA,0
"124","David Auden Nash",NA,0
"125","Zezhou Chen",NA,0
"126","Karl Kopinski",NA,0
"127","Zack Stella",NA,0
"128","Gabor Szikszai",NA,0
"129","DiTerlizzi",NA,0
"130","Mike Bierek",NA,0
"131","Ryan Yee",NA,0
"132","Nils Hamm",NA,0
"133","Charles Urbach",NA,0
"134","Aaron Miller",NA,0
"135","Allen Williams",NA,0
"136","Mark A. Nelson",NA,0
"137","Warren Mahy",NA,0
"138","Mitchell Malloy",NA,0
"139","Chippy",NA,0
"140","Martina Pilcerova",NA,0
