"","CardNames","DeckCount","Winrate95Min"
"1","Mountain",50,66.4
"2","Lightning Bolt",54,66
"3","Stomping Ground",31,65.3
"4","Wooded Foothills",56,65.3
"5","Windswept Heath",34,65.2
"6","Steam Vents",27,64.8
"7","Forest",47,64.7
"8","Seasoned Pyromancer",11,64.3
"9","Overgrown Tomb",24,64.2
"10","Blood Moon",10,64.1
"11","Bonecrusher Giant",9,64
"12","Mishra's Bauble",25,63.9
"13","Breeding Pool",16,63.8
"14","Monastery Swiftspear",26,63.8
"15","Verdant Catacombs",31,63.8
"16","Plains",35,63.8
"17","Soul-Scar Mage",20,63.4
"18","Temple Garden",26,63.3
"19","Sacred Foundry",32,63.3
"20","Bloodstained Mire",36,63.3
"21","Bojuka Bog",10,63.1
"22","Lava Dart",21,63.1
"23","Misty Rainforest",23,63.1
"24","Island",27,63
"25","Arid Mesa",21,62.9
"26","Dryad of the Ilysian Grove",14,62.4
"27","Valakut, the Molten Pinnacle",14,62.4
"28","Swamp",27,62.3
"29","Omnath, Locus of Creation",10,62.2
"30","Utopia Sprawl",18,62.2
"31","Raugrin Triome",12,62.1
"32","Teferi, Time Raveler",14,62.1
"33","Blood Crypt",21,62.1
"34","Blast Zone",20,62
"35","Light Up the Stage",18,61.7
"36","Scalding Tarn",19,61.5
"37","Cleansing Wildfire",5,61.4
"38","Ketria Triome",10,61.4
"39","Fatal Push",22,61.4
"40","Godless Shrine",11,61
"41","Skyclave Apparition",16,61
"42","Karn, the Great Creator",19,61
"43","Cavern of Souls",21,61
"44","Sprite Dragon",9,60.9
"45","Valki, God of Lies",9,60.9
"46","Bring to Light",9,60.9
"47","Path to Exile",15,60.9
"48","Arbor Elf",15,60.9
"49","Firebolt",5,60.7
"50","Walking Ballista",26,60.7
