"","SetName","Winrate","Presence"
"1","OGW",NA,0
"2","ALA",NA,0
"3","M20",NA,0
"4","THB",NA,0
"5","IKO",NA,0
"6","CON",NA,0
"7","SOK",NA,0
"8","5DN",NA,0
"9","DOM",NA,0
"10","WTH",NA,0
"11","SOM",NA,0
"12","ALL",NA,0
"13","THS",NA,0
"14","STX",NA,0
"15","LRW",NA,0
"16","STH",NA,0
"17","KLD",NA,0
"18","ZEN",NA,0
"19","DRK",NA,0
"20","HOU",NA,0
"21","ROE",NA,0
"22","ZNR",NA,0
"23","M15",NA,0
"24","XLN",NA,0
"25","JOU",NA,0
"26","DKA",NA,0
"27","GRN",NA,0
"28","RTR",NA,0
"29","GPT",NA,0
"30","AER",NA,0
"31","ELD",NA,0
"32","MH1",NA,0
"33","AVR",NA,0
"34","NPH",NA,0
"35","WWK",NA,0
"36","TSP",NA,0
"37","WAR",NA,0
"38","RAV",NA,0
"39","DST",NA,0
"40","M21",NA,0
"41","M11",NA,0
"42","CMD",NA,0
"43","M12",NA,0
"44","M19",NA,0
"45","SOI",NA,0
"46","MBS",NA,0
"47","BFZ",NA,0
"48","EMN",NA,0
"49","FUT",NA,0
"50","DIS",NA,0
"51","ULG",NA,0
"52","MOR",NA,0
"53","BNG",NA,0
"54","SHM",NA,0
"55","ISD",NA,0
"56","DTK",NA,0
"57","GTC",NA,0
"58","TMP",NA,0
"59","PLC",NA,0
"60","LEA",NA,0
"61","FRF",NA,0
"62","KTK",NA,0
"63","MRD",NA,0
"64","ORI",NA,0
"65","DGM",NA,0
"66","NEM",NA,0
"67","ARB",NA,0
"68","POR",NA,0
"69","KHM",NA,0
"70","RNA",NA,0
"71","M14",NA,0
"72","PLS",NA,0
"73","M13",NA,0
