"","SetCode","NoCopies","Winrate"
"1","ELD",1045,0.681
"2","MID",994,0.689
"3","NEO",978,0.693
"4","LEA",964,0.677
"5","ZNR",814,0.674
"6","AFR",702,0.684
"7","WAR",637,0.692
"8","VOW",593,0.693
"9","KHM",523,0.677
"10","M20",495,0.679
"11","KLD",480,0.684
"12","AKH",443,0.691
"13","SOI",406,0.705
"14","STX",396,0.67
"15","IKO",373,0.674
"16","DIS",343,0.686
"17","RTR",323,0.693
"18","THS",315,0.676
"19","RNA",300,0.679
"20","GPT",257,0.683
"21","AER",256,0.684
"22","GRN",232,0.693
"23","KTK",232,0.687
"24","DTK",224,0.66
"25","RAV",221,0.665
"26","LRW",217,0.672
"27","DGM",209,0.672
"28","INV",194,0.71
"29","JOU",187,0.653
"30","XLN",179,0.702
"31","GTC",165,0.672
"32","THB",164,0.671
"33","M21",162,0.682
"34","DOM",156,0.673
"35","M14",156,0.689
"36","EMN",156,0.678
"37","M19",150,0.691
"38","ORI",131,0.703
"39","MRD",126,0.7
"40","M10",123,0.661
"41","FRF",116,0.71
"42","OGW",116,0.678
"43","HOU",113,0.695
"44","USG",111,0.679
"45","TSP",103,0.73
"46","ICE",99,0.71
"47","RIX",77,0.693
"48","MOR",66,0.69
"49","APC",63,0.659
"50","DKA",40,0.655
"51","PLC",39,0.702
"52","BFZ",37,0.647
"53","BNG",32,0.61
"54","ISD",27,0.653
"55","M13",26,0.706
"56","ZEN",26,0.724
"57","M15",13,0.638
"58","CMD",10,0.694
"59","PTK",3,0.75
