"","CardNames","DeckCount","WinrateAverage"
"1","Mystical Dispute",94,69.8
"2","Aether Gust",48,70.3
"3","Rest in Peace",43,69.9
"4","Go Blank",43,67.7
"5","Rending Volley",37,65.5
"6","Portable Hole",37,68.8
"7","Alpine Moon",37,70.5
"8","Duress",36,68.2
"9","Damping Sphere",33,67.3
"10","Hullbreaker Horror",32,67.8
"11","Thought Distortion",32,69.1
"12","Deafening Silence",31,67
"13","Anger of the Gods",29,71.8
"14","Narset, Parter of Veils",27,72
"15","Approach of the Second Sun",26,70.6
"16","Reidane, God of the Worthy",24,65.7
"17","Ugin, the Spirit Dragon",23,72
"18","Roiling Vortex",23,66.7
"19","Elite Spellbinder",22,67.3
"20","Narset's Reversal",22,71.2
"21","Dovin's Veto",22,67.5
"22","Path of Peril",21,69
"23","Chandra, Torch of Defiance",20,70.4
"24","Lava Coil",20,68.8
"25","Grafdigger's Cage",19,65.6
"26","Skyclave Apparition",19,66.9
"27","Shark Typhoon",17,69.8
"28","Leyline of Sanctity",17,67.9
"29","March of Swirling Mist",16,71.7
"30","Redcap Melee",16,68
"31","Invasive Surgery",15,70.9
"32","Jace, Wielder of Mysteries",14,72.3
"33","Thoughtseize",13,65.6
"34","Stern Dismissal",13,71
"35","Legion's End",13,64.4
"36","Jegantha, the Wellspring",12,72
"37","Archon of Emeria",12,67.5
"38","Dream Trawler",12,68.8
"39","Ray of Enfeeblement",12,65.8
"40","Negate",12,68.4
"41","Voltage Surge",12,70.7
"42","Eidolon of Rhetoric",11,62.5
"43","Farewell",11,72.3
"44","Boseiju, Who Endures",11,69.4
"45","Feed the Swarm",11,65.2
"46","Kolaghan's Command",11,67.6
"47","Fry",11,63
"48","Kambal, Consul of Allocation",10,66.7
"49","Natural State",10,71.4
"50","Graveyard Trespasser",10,69.9
