"","CardNames","DeckCount","WinrateAverage"
"1","Tasigur, the Golden Fang",1,87.5
"2","Jolrael, Mwonvuli Recluse",2,82.4
"3","Peacekeeper",2,82.4
"4","Vindicate",1,80
"5","Fall from Favor",1,80
"6","Rimewood Falls",1,80
"7","Oona's Blackguard",1,80
"8","Edric, Spymaster of Trest",1,80
"9","Varragoth, Bloodsky Sire",1,80
"10","Mox Amber",2,78.9
"11","Blossoming Defense",1,77.8
"12","Maralen of the Mornsong",1,77.8
"13","Ifnir Deadlands",1,77.8
"14","Outland Liberator",1,77.8
"15","Maul of the Skyclaves",1,77.8
"16","Barbarian Ring",3,77.3
"17","Blue Elemental Blast",2,76.9
"18","Empty the Warrens",4,76.5
"19","Krark, the Thumbless",2,76.5
"20","Thorn of Amethyst",2,76.5
"21","Lim-Dûl's Vault",2,76.5
"22","Sanctifier en-Vec",2,76.5
"23","Ichor Wellspring",2,76.5
"24","Silverbluff Bridge",2,76.5
"25","Smuggler's Copter",7,76.4
"26","Hazoret the Fervent",5,76.2
"27","Ignite the Future",3,76
"28","Fblthp, the Lost",3,76
"29","Gilded Drake",4,75.8
"30","Serum Powder",4,75.8
"31","Enlightened Tutor",7,75
"32","Creeping Tar Pit",3,75
"33","Arctic Merfolk",3,75
"34","Magmatic Sinkhole",2,75
"35","Jace, Vryn's Prodigy",2,75
"36","Profane Tutor",2,75
"37","The Underworld Cookbook",2,75
"38","Sea Gate Wreckage",1,75
"39","Flame Rift",1,75
"40","Reverse Engineer",1,75
"41","God-Pharaoh's Statue",1,75
"42","Talisman of Curiosity",1,75
"43","Witching Well",1,75
"44","Squee, Goblin Nabob",1,75
"45","Goryo's Vengeance",1,75
"46","Callous Bloodmage",1,75
"47","Tidehollow Sculler",1,75
"48","Song of Creation",1,75
"49","Strike It Rich",1,75
"50","Go for the Throat",1,75
