"","CardNames","DeckCount","WinrateAverage"
"1","Surgical Extraction",1292,67.8
"2","Pyroblast",1125,68
"3","Red Elemental Blast",705,67.8
"4","Force of Negation",581,69.2
"5","Grafdigger's Cage",556,68.3
"6","Flusterstorm",526,67.2
"7","Force of Vigor",524,67
"8","Abrade",515,68.5
"9","Leyline of the Void",457,66.6
"10","Carpet of Flowers",443,68.2
"11","Submerge",426,68.8
"12","Plague Engineer",401,67.3
"13","Collector Ouphe",372,67.7
"14","Blazing Volley",364,68.5
"15","Karakas",355,68.9
"16","Veil of Summer",354,68.1
"17","Hydroblast",330,69.5
"18","Endurance",320,66.7
"19","Thoughtseize",318,66.6
"20","Containment Priest",313,67.9
"21","Ethersworn Canonist",313,68
"22","Null Rod",311,69
"23","Pithing Needle",283,68
"24","Torpor Orb",257,69.6
"25","Engineered Explosives",246,68.6
"26","Deafening Silence",241,67.7
"27","Meltdown",241,68.8
"28","Abrupt Decay",225,66.3
"29","Mindbreak Trap",224,67.3
"30","Klothys, God of Destiny",219,68.9
"31","Sylvan Library",213,68.4
"32","Narset, Parter of Veils",205,69.1
"33","Tormod's Crypt",190,65.7
"34","Rest in Peace",186,68.1
"35","Choke",185,67.2
"36","Prismatic Ending",181,67.8
"37","Ancient Grudge",179,67.6
"38","Ensnaring Bridge",178,65.4
"39","Blood Moon",171,68.4
"40","Assassin's Trophy",171,66
"41","Meddling Mage",167,68.6
"42","Relic of Progenitus",163,69
"43","Mycosynth Lattice",152,65.2
"44","Back to Basics",151,68.3
"45","Path to Exile",150,67.3
"46","Court of Cunning",141,70.8
"47","Soul-Guide Lantern",138,68.8
"48","Magus of the Moon",135,67.7
"49","Liquimetal Coating",130,65.4
"50","Brazen Borrower",129,67.7
