"","CardNames","DeckCount","WinrateAverage"
"1","Force of Will",1562,68.4
"2","Brainstorm",1539,68.3
"3","Misty Rainforest",1517,68.3
"4","Ponder",1497,68.4
"5","Wasteland",1263,68.4
"6","Polluted Delta",1198,68.4
"7","Flooded Strand",1188,68.6
"8","Volcanic Island",1150,68.5
"9","Scalding Tarn",1120,68.4
"10","Daze",970,68.8
"11","Force of Negation",871,68.3
"12","Karakas",819,67.4
"13","Tropical Island",792,68.2
"14","Snow-Covered Island",763,68.1
"15","Lightning Bolt",737,68.6
"16","Swords to Plowshares",715,68.3
"17","Delver of Secrets",574,68.8
"18","Sylvan Library",564,68
"19","Tundra",537,68.2
"20","Preordain",535,68.6
"21","Verdant Catacombs",523,66.4
"22","Wooded Foothills",517,67.7
"23","Snow-Covered Forest",511,67.5
"24","Lotus Petal",499,67.5
"25","Underground Sea",497,67.8
"26","Uro, Titan of Nature's Wrath",489,68.4
"27","Bayou",471,66.6
"28","Island",464,67.7
"29","Ancient Tomb",463,66.6
"30","Forest",447,66.3
"31","Windswept Heath",432,66.7
"32","Dryad Arbor",400,66.9
"33","Savannah",397,66.7
"34","Snow-Covered Plains",394,67.9
"35","Green Sun's Zenith",393,66.8
"36","Ragavan, Nimble Pilferer",392,69.4
"37","Expressive Iteration",389,69.4
"38","Murktide Regent",377,69.4
"39","City of Traitors",374,66.5
"40","Prismatic Vista",358,67.8
"41","Mountain",347,66.7
"42","Prismatic Ending",340,68.4
"43","Urza's Saga",336,68.3
"44","Bojuka Bog",325,66.6
"45","Thoughtseize",321,67.2
"46","Brazen Borrower",314,68.3
"47","Snow-Covered Mountain",303,68.2
"48","Crop Rotation",285,66.2
"49","Lion's Eye Diamond",284,67.3
"50","Dark Ritual",279,67.2
