"","Artist","NoCopies","Winrate"
"1","Christopher Rush",10859,0.679
"2","Rob Alexander",9997,0.679
"3","Terese Nielsen",8559,0.679
"4","Mark Tedin",7048,0.682
"5","Jesper Myrfors",5168,0.677
"6","Una Fricker",4553,0.684
"7","Shelly Wan",3919,0.683
"8","Matthew D. Wilson",3713,0.688
"9","Brian Snõddy",3558,0.682
"10","Svetlin Velinov",3551,0.68
"11","Kaja Foglio",3291,0.684
"12","Philip Straub",3226,0.684
"13","Jeff A. Menges",3060,0.679
"14","Steven Belledin",2871,0.68
"15","Paul Scott Canavan",2681,0.686
"16","Anson Maddocks",2624,0.681
"17","Nils Hamm",2577,0.685
"18","Anastasia Ovchinnikova",2473,0.681
"19","Mark Zug",2238,0.665
"20","Kev Walker",2231,0.669
"21","Randy Vargas",2230,0.672
"22","Vincent Proce",2209,0.68
"23","April Lee",2019,0.673
"24","Aleksi Briclot",2013,0.67
"25","John Stanko",1817,0.679
"26","Eric Deschamps",1736,0.675
"27","Igor Kieryluk",1729,0.676
"28","Adam Rex",1685,0.665
"29","Nicola Leonard",1640,0.676
"30","Vance Kovacs",1617,0.669
"31","Colin MacNeil",1600,0.666
"32","Donato Giancola",1584,0.68
"33","John Avon",1573,0.664
"34","Simon Dominic",1570,0.693
"35","Sandra Everingham",1558,0.675
"36","Christopher Moeller",1528,0.67
"37","David Rapoza",1524,0.668
"38","Douglas Shuler",1517,0.665
"39","Pete Venters",1480,0.674
"40","Jason Chan",1458,0.675
"41","Mark Poole",1455,0.677
"42","Victor Adame Minguez",1392,0.673
"43","Magali Villeneuve",1379,0.683
"44","Filip Burburan",1368,0.678
"45","Dan Frazier",1356,0.667
"46","Nicholas Gregory",1355,0.676
"47","Anthony S. Waters",1317,0.663
"48","Harold McNeill",1295,0.681
"49","Titus Lunter",1285,0.681
"50","Lucas Graciano",1236,0.691
"51","Scott M. Fischer",1232,0.675
"52","Richard Thomas",1183,0.677
"53","Rebecca Guay",1177,0.679
"54","Greg Hildebrandt",1137,0.68
"55","Daniel Ljunggren",1135,0.673
"56","Pat Morrissey",1099,0.678
"57","Jonas De Ro",1091,0.682
"58","DiTerlizzi",1077,0.666
"59","Jerry Tiritilli",1061,0.676
"60","Martina Fackova",1046,0.691
"61","Izzy",1029,0.677
"62","Volkan Baǵa",1015,0.679
"63","Tom Wänerstrand",994,0.68
"64","Dany Orizio",989,0.683
"65","Yongjae Choi",944,0.673
"66","Sam Burley",939,0.675
"67","Chippy",933,0.681
"68","Matt Stewart",919,0.661
"69","Lake Hurwitz",907,0.677
"70","Mike Bierek",869,0.678
"71","Erica Yang",868,0.672
"72","Franz Vohwinkel",832,0.668
"73","D. Alexander Gregory",824,0.666
"74","Dave DeVries",809,0.675
"75","Daarken",799,0.66
"76","Cliff Childs",795,0.678
"77","Margaret Organ-Kean",772,0.668
"78","Kieran Yanner",770,0.659
"79","Jim Nelson",763,0.68
"80","Ron Spears",757,0.677
"81","Jesper Ejsing",752,0.67
"82","Raymond Swanland",748,0.667
"83","Gabor Szikszai",738,0.672
"84","Mark Romanoski",732,0.687
"85","Michael Komarck",679,0.665
"86","Jana Schirmer & Johannes Voss",662,0.68
"87","Stephan Martiniere",659,0.665
"88","James Paick",647,0.666
"89","Adam Paquette",646,0.673
"90","Greg Staples",641,0.682
"91","Jason Rainville",630,0.677
"92","Wisnu Tan",616,0.657
"93","Seb McKinnon",578,0.664
"94","Jeff Laubenstein",577,0.682
"95","Thomas M. Baxa",575,0.654
"96","Martina Pilcerova",572,0.673
"97","Shishizaru",572,0.656
"98","Ryan Pancoast",558,0.675
"99","G-host Lee",555,0.679
"100","Eric Fortune",554,0.669
"101","Chris Rallis",549,0.676
"102","Ron Spencer",546,0.66
"103","Dmitry Burmak",541,0.689
"104","Tim Hildebrandt",516,0.657
"105","Justin Murray",503,0.683
"106","Larry MacDougall",498,0.655
"107","Zezhou Chen",481,0.684
"108","rk post",478,0.678
"109","Howard Lyon",475,0.668
"110","Chris Rahn",463,0.656
"111","Cynthia Sheppard",453,0.688
"112","Cyril Van Der Haegen",448,0.673
"113","Tom Kyffin",443,0.652
"114","Jean-Sébastien Rossbach",437,0.688
"115","Sidharth Chaturvedi",431,0.672
"116","Heather Hudson",427,0.663
"117","Jaime Jones",426,0.666
"118","Julie Baroh",425,0.669
"119","Jeremy Enecio",418,0.682
"120","Adrian Smith",412,0.68
"121","Zack Stella",404,0.69
"122","Lawrence Snelly",398,0.671
"123","Tomasz Jedruszek",384,0.681
"124","Matt Cavotta",371,0.657
"125","Doug Chaffee",359,0.667
"126","Greg Hildebrandt & Tim Hildebrandt",345,0.668
"127","David Hudnut",344,0.662
"128","Brom",336,0.674
"129","Alex Konstad",336,0.665
"130","Zoltan Boros & Gabor Szikszai",332,0.654
"131","Carl Critchlow",320,0.681
"132","Sarah Finnigan",299,0.659
"133","David Martin",299,0.67
"134","Austin Hsu",294,0.666
"135","Chris Seaman",289,0.673
"136","Todd Lockwood",287,0.67
"137","Yeong-Hao Han",284,0.694
"138","Andrew Robinson",273,0.68
"139","Min Yum",260,0.683
"140","Steve Argyle",259,0.639
"141","Anthony Francisco",249,0.667
"142","Kari Christensen",242,0.7
"143","Livia Prima",241,0.67
"144","Wayne England",240,0.662
"145","Richard Wright",225,0.657
"146","Robert Bliss",222,0.681
"147","Mark Behm",219,0.675
"148","Winona Nelson",217,0.676
"149","Ekaterina Burmak",212,0.702
"150","Jason Felix",211,0.67
"151","Evan Shipard",204,0.681
"152","Liz Danforth",194,0.664
"153","Iain McCaig",189,0.663
"154","Luca Zontini",182,0.686
"155","Jeff Miracola",178,0.664
"156","Caio Monteiro",176,0.67
"157","Tomas Giorello",172,0.67
"158","Johann Bodin",172,0.657
"159","Scott Murphy",171,0.647
"160","Grzegorz Rutkowski",164,0.633
"161","Alayna Danner",161,0.688
"162","Richard Whitters",158,0.682
"163","Chuck Lukacs",156,0.658
"164","Chris Ostrowski",155,0.649
"165","Randy Gallegos",149,0.645
"166","Mike Dringenberg",148,0.668
"167","Antonio José Manzanedo",145,0.636
"168","Raoul Vitale",139,0.652
"169","Bryan Talbot",134,0.661
"170","Dan Scott",134,0.664
"171","Susan Van Camp",133,0.675
"172","Ryan Yee",132,0.654
"173","Amy Weber",132,0.67
