"","CardNames","DeckCount","WinrateAverage"
"1","Duergar Hedge-Mage",2,90
"2","Fragmentize",1,88.9
"3","Fourth Bridge Prowler",2,82.4
"4","Faith's Shield",2,80
"5","Snow-Covered Island",1,80
"6","Orzhov Pontiff",1,80
"7","Voltaic Key",1,80
"8","Counterbalance",7,79.4
"9","Ox of Agonas",2,77.8
"10","Garruk, Primal Hunter",1,77.8
"11","Demonic Lore",1,77.8
"12","Kiora's Dismissal",1,77.8
"13","Witherbloom Apprentice",1,77.8
"14","Archmage's Charm",1,77.8
"15","The Meathook Massacre",1,77.8
"16","To the Slaughter",1,77.8
"17","Cephalid Illusionist",3,76.9
"18","Nomads en-Kor",3,76.9
"19","Kaheera, the Orphanguard",2,76.5
"20","Entrancing Melody",2,76.5
"21","Hope of Ghirapur",2,76.5
"22","Welding Jar",2,76.5
"23","Vivien, Monsters' Advocate",3,76
"24","Memory's Journey",7,75.4
"25","Silence",11,75
"26","Contentious Plan",3,75
"27","Ichorid",2,75
"28","Dawnglade Regent",2,75
"29","Grave Titan",2,75
"30","Stronghold Gambit",2,75
"31","Aven Mindcensor",2,75
"32","Revoke Existence",2,75
"33","Personal Tutor",2,75
"34","Maze of Ith",2,75
"35","Beast Within",1,75
"36","Exquisite Firecraft",1,75
"37","Pyrostatic Pillar",1,75
"38","Crashing Footfalls",1,75
"39","Crush the Weak",1,75
"40","Emberwilde Captain",1,75
"41","Niv-Mizzet, Parun",1,75
"42","Urza, Lord High Artificer",1,75
"43","Shatterskull Smashing",1,75
"44","Doomsday",1,75
"45","Street Wraith",1,75
"46","Underground Sea",1,75
"47","Weathered Runestone",1,75
"48","Paradigm Shift",1,75
"49","Sphinx of the Final Word",1,75
"50","Tangled Florahedron",1,75
