"","SetName","Winrate","Presence"
"1","THB",NA,0
"2","CON",NA,0
"3","M20",NA,0
"4","IKO",NA,0
"5","OGW",NA,0
"6","JOU",NA,0
"7","5DN",NA,0
"8","DOM",NA,0
"9","ZNR",NA,0
"10","ELD",NA,0
"11","STX",NA,0
"12","KLD",NA,0
"13","WWK",NA,0
"14","HOU",NA,0
"15","DRK",NA,0
"16","THS",NA,0
"17","SOK",NA,0
"18","MH1",NA,0
"19","SOM",NA,0
"20","STH",NA,0
"21","ROE",NA,0
"22","FUT",NA,0
"23","DGM",NA,0
"24","LRW",NA,0
"25","WAR",NA,0
"26","RTR",NA,0
"27","DKA",NA,0
"28","ALA",NA,0
"29","GRN",NA,0
"30","DST",NA,0
"31","NPH",NA,0
"32","TSP",NA,0
"33","M11",NA,0
"34","GPT",NA,0
"35","RAV",NA,0
"36","ISD",NA,0
"37","BFZ",NA,0
"38","MRD",NA,0
"39","M12",NA,0
"40","KTK",NA,0
"41","ZEN",NA,0
"42","AER",NA,0
"43","DIS",NA,0
"44","M19",NA,0
"45","M10",NA,0
"46","AKH",NA,0
"47","ICE",NA,0
"48","USG",NA,0
"49","M21",NA,0
"50","XLN",NA,0
"51","ULG",NA,0
"52","DTK",NA,0
"53","CMD",NA,0
"54","M15",NA,0
"55","SOI",NA,0
"56","FRF",NA,0
"57","TOR",NA,0
"58","TMP",NA,0
"59","MBS",NA,0
"60","EMN",NA,0
"61","MOR",NA,0
"62","PLC",NA,0
"63","M13",NA,0
"64","WTH",NA,0
"65","ORI",NA,0
"66","LEA",NA,0
