"","SetName","Winrate","Presence"
"1","LEA",NA,0
"2","ONS",NA,0
"3","ZEN",NA,0
"4","RAV",NA,0
"5","GPT",NA,0
"6","CSP",NA,0
"7","KTK",NA,0
"8","AKH",NA,0
"9","SHM",NA,0
"10","MH1",NA,0
"11","ISD",NA,0
"12","AER",NA,0
"13","DIS",NA,0
"14","CON",NA,0
"15","ZNR",NA,0
"16","WWK",NA,0
"17","5DN",NA,0
"18","THB",NA,0
"19","LRW",NA,0
"20","ELD",NA,0
"21","DKA",NA,0
"22","JUD",NA,0
"23","NPH",NA,0
"24","ULG",NA,0
"25","ORI",NA,0
"26","RNA",NA,0
"27","ROE",NA,0
"28","XLN",NA,0
"29","WAR",NA,0
"30","IKO",NA,0
"31","M21",NA,0
"32","STH",NA,0
"33","DTK",NA,0
"34","FUT",NA,0
"35","INV",NA,0
"36","KLD",NA,0
"37","M10",NA,0
"38","RTR",NA,0
"39","AVR",NA,0
"40","STX",NA,0
"41","HOU",NA,0
"42","GRN",NA,0
"43","TSP",NA,0
"44","FRF",NA,0
"45","ICE",NA,0
"46","SOM",NA,0
"47","SOI",NA,0
"48","MBS",NA,0
"49","WTH",NA,0
"50","ATQ",NA,0
"51","BFZ",NA,0
"52","EVE",NA,0
"53","M11",NA,0
"54","MRD",NA,0
"55","DOM",NA,0
"56","PLC",NA,0
"57","GTC",NA,0
"58","DST",NA,0
"59","ARB",NA,0
"60","KHM",NA,0
"61","OGW",NA,0
"62","M15",NA,0
"63","M20",NA,0
"64","M12",NA,0
"65","ARN",NA,0
"66","ALA",NA,0
"67","THS",NA,0
"68","P02",NA,0
"69","NEM",NA,0
"70","ALL",NA,0
"71","DRK",NA,0
"72","JOU",NA,0
"73","CMD",NA,0
"74","CHK",NA,0
"75","MOR",NA,0
"76","M19",NA,0
"77","M13",NA,0
"78","TMP",NA,0
"79","EMN",NA,0
"80","LEG",NA,0
"81","MIR",NA,0
