"","CardNames","DeckCount","Winrate95Min"
"1","Mountain",25,73.1
"2","Lightning Bolt",24,72
"3","Wooded Foothills",27,70.8
"4","Scalding Tarn",13,69.7
"5","Bloodstained Mire",15,69.6
"6","Forest",20,69.6
"7","Sacred Foundry",16,69.5
"8","Windswept Heath",16,69.5
"9","Island",17,69.5
"10","Plains",18,69.5
"11","Steam Vents",18,68
"12","Temple Garden",15,67.7
"13","Mishra's Bauble",14,67.6
"14","Stomping Ground",14,67.6
"15","Misty Rainforest",14,67.6
"16","Arid Mesa",12,67.4
"17","Monastery Swiftspear",7,67.3
"18","Soul-Scar Mage",7,67.3
"19","Manamorphose",7,67.3
"20","Sunbaked Canyon",7,67.3
"21","Snapcaster Mage",11,67.3
"22","Fatal Push",11,67.3
"23","Swamp",11,67.3
"24","Blood Crypt",11,67.3
"25","Path to Exile",11,67.3
"26","Wrenn and Six",9,67.2
"27","Breeding Pool",9,67.2
"28","Verdant Catacombs",13,65.3
"29","Walking Ballista",12,65
"30","Skyclave Apparition",10,64.4
"31","Utopia Sprawl",10,64.4
"32","Arbor Elf",9,64
"33","Auriok Champion",9,64
"34","Heliod, Sun-Crowned",9,64
"35","Ranger-Captain of Eos",9,64
"36","Cryptic Command",8,63.6
"37","Hallowed Fountain",8,63.6
"38","Polluted Delta",7,63.1
"39","Watery Grave",7,63.1
"40","Noble Hierarch",7,63.1
"41","Drown in the Loch",6,62.6
"42","Force of Negation",6,62.6
"43","Spell Snare",6,62.6
"44","Thought Scour",6,62.6
"45","Lava Dart",6,62.6
"46","Mutagenic Growth",6,62.6
"47","Unearth",6,62.6
"48","Prismatic Vista",6,62.6
"49","Jace, the Mind Sculptor",5,62.1
"50","Cling to Dust",5,62.1
