"","CardNames","DeckCount","Winrate95Min"
"1","Soul-Guide Lantern",8,71
"2","Path to Exile",15,69.6
"3","Veil of Summer",22,69.6
"4","Lurrus of the Dream-Den",11,67.3
"5","Kozilek's Return",8,67.2
"6","Deicide",9,67.2
"7","Aether Gust",16,66
"8","Engineered Explosives",13,65.3
"9","Damping Sphere",10,64.4
"10","Cleansing Wildfire",9,64
"11","Mystical Dispute",8,63.6
"12","Rip Apart",8,63.6
"13","Ceremonious Rejection",7,63.1
"14","Kor Firewalker",6,62.6
"15","Abrade",3,61.5
"16","Tormod's Crypt",9,60.8
"17","Dispel",7,59
"18","Anger of the Gods",7,59
"19","Pithing Needle",6,57.8
"20","Force of Negation",5,56.3
"21","Wurmcoil Engine",5,56.3
"22","Ensnaring Bridge",5,56.3
"23","Liquimetal Coating",5,56.3
"24","Auriok Champion",7,55.1
"25","Kozilek, Butcher of Truth",4,54.4
"26","Tale's End",4,54.4
"27","Yixlid Jailer",4,54.4
"28","Wear // Tear",4,54.4
"29","Burrenton Forge-Tender",4,54.4
"30","Ashiok, Dream Render",4,54.4
"31","Celestial Purge",4,54.4
"32","Rest in Peace",4,54.4
"33","Grafdigger's Cage",4,54.4
"34","Nature's Claim",4,54.4
"35","Relic of Progenitus",6,53.3
"36","Assassin's Trophy",3,51.6
"37","Dovin's Veto",3,51.6
"38","Deafening Silence",3,51.6
"39","Dragon's Claw",3,51.6
"40","Torpor Orb",3,51.6
"41","Ancient Grudge",3,51.6
"42","Blast Zone",3,51.6
"43","Leyline of Sanctity",3,51.6
"44","Leyline of the Void",3,51.6
"45","Lightning Axe",3,51.6
"46","Jegantha, the Wellspring",3,51.6
"47","Skysovereign, Consul Flagship",3,51.6
"48","Lightning Helix",5,50.9
"49","Fiend Hunter",4,47.6
"50","Gideon, Ally of Zendikar",4,47.6
