"","CardNames","DeckCount","WinrateAverage"
"1","Isolate",1,100
"2","Magus of the Moon",1,100
"3","Conflagrate",1,100
"4","Leyline of Punishment",1,100
"5","Mystic Repeal",1,100
"6","Jeskai Ascendancy",1,100
"7","Silence",1,100
"8","Expansion // Explosion",1,100
"9","Expressive Iteration",1,100
"10","Failure // Comply",1,100
"11","Fiery Justice",1,100
"12","Flesh // Blood",1,100
"13","Worship",1,100
"14","Hexdrinker",1,100
"15","Liliana's Triumph",1,100
"16","Elder Gargaroth",1,100
"17","Elixir of Immortality",1,100
"18","Flame Slash",1,100
"19","Shock",1,100
"20","Cinderclasm",1,100
"21","Crash Through",1,100
"22","Vapor Snag",1,100
"23","Abrade",3,91.7
"24","Soul-Guide Lantern",8,87.5
"25","Kalitas, Traitor of Ghet",2,87.5
"26","Shrine of Burning Rage",2,87.5
"27","Pyrite Spellbomb",2,87.5
"28","Timely Reinforcements",2,87.5
"29","Surgical Extraction",2,87.5
"30","Teferi, Time Raveler",2,87.5
"31","Stubborn Denial",2,87.5
"32","Disdainful Stroke",2,87.5
"33","Spell Pierce",2,87.5
"34","Kozilek's Return",8,84.4
"35","Deicide",9,83.3
"36","Kor Firewalker",6,83.3
"37","Assassin's Trophy",3,83.3
"38","Dovin's Veto",3,83.3
"39","Deafening Silence",3,83.3
"40","Dragon's Claw",3,83.3
"41","Torpor Orb",3,83.3
"42","Ancient Grudge",3,83.3
"43","Blast Zone",3,83.3
"44","Leyline of Sanctity",3,83.3
"45","Leyline of the Void",3,83.3
"46","Lightning Axe",3,83.3
"47","Jegantha, the Wellspring",3,83.3
"48","Skysovereign, Consul Flagship",3,83.3
"49","Ceremonious Rejection",7,82.1
"50","Lurrus of the Dream-Den",11,81.8
