"","CardNames","DeckCount","WinrateAverage"
"1","Wooded Foothills",27,79.6
"2","Mountain",25,82
"3","Lightning Bolt",24,81.2
"4","Forest",20,80
"5","Plains",18,80.6
"6","Steam Vents",18,79.2
"7","Island",17,80.9
"8","Sacred Foundry",16,81.2
"9","Windswept Heath",16,81.2
"10","Bloodstained Mire",15,81.7
"11","Temple Garden",15,80
"12","Mishra's Bauble",14,80.4
"13","Stomping Ground",14,80.4
"14","Misty Rainforest",14,80.4
"15","Scalding Tarn",13,82.7
"16","Verdant Catacombs",13,78.8
"17","Arid Mesa",12,81.2
"18","Walking Ballista",12,79.2
"19","Snapcaster Mage",11,81.8
"20","Fatal Push",11,81.8
"21","Swamp",11,81.8
"22","Blood Crypt",11,81.8
"23","Path to Exile",11,81.8
"24","Skyclave Apparition",10,80
"25","Utopia Sprawl",10,80
"26","Teferi, Time Raveler",10,77.5
"27","Arbor Elf",9,80.6
"28","Auriok Champion",9,80.6
"29","Heliod, Sun-Crowned",9,80.6
"30","Ranger-Captain of Eos",9,80.6
"31","Wrenn and Six",9,83.3
"32","Breeding Pool",9,83.3
"33","Raugrin Triome",9,77.8
"34","Cryptic Command",8,81.2
"35","Conclave Mentor",8,78.1
"36","Spike Feeder",8,78.1
"37","Collected Company",8,78.1
"38","Gavony Township",8,78.1
"39","Horizon Canopy",8,78.1
"40","Hallowed Fountain",8,81.2
"41","Opt",8,78.1
"42","Spirebluff Canal",8,78.1
"43","Archmage's Charm",7,78.6
"44","Polluted Delta",7,82.1
"45","Watery Grave",7,82.1
"46","Monastery Swiftspear",7,85.7
"47","Soul-Scar Mage",7,85.7
"48","Manamorphose",7,85.7
"49","Sunbaked Canyon",7,85.7
"50","Noble Hierarch",7,82.1
