"","CardNames","DeckCount","Winrate95Min"
"1","Gorilla Shaman",129,61.3
"2","Red Elemental Blast",75,59.9
"3","Relic of Progenitus",97,59.1
"4","Prismatic Strands",10,58.9
"5","Dust to Dust",63,58.7
"6","Chainer's Edict",82,58.6
"7","Hydroblast",77,58.5
"8","Pyroblast",88,58.3
"9","Blue Elemental Blast",59,58.2
"10","Spell Pierce",9,58.1
"11","End the Festivities",46,58.1
"12","Dawnbringer Cleric",27,57.6
"13","Smash to Smithereens",49,57.6
"14","Nihil Spellbomb",64,57.2
"15","Suffocating Fumes",52,57
"16","Flaring Pain",32,56.7
"17","Lone Missionary",21,56.6
"18","Electrickery",19,56.2
"19","Destroy Evil",35,56
"20","Krark-Clan Shaman",33,55.6
"21","Negate",24,55.4
"22","Unexpected Fangs",36,54.8
"23","Dispel",39,54.8
"24","Standard Bearer",28,54.5
"25","Rotten Reunion",24,54.3
"26","Molten Rain",15,54
"27","Fangren Marauder",13,53.9
"28","Weather the Storm",14,53.9
"29","Ram Through",21,53.8
"30","Freewind Falcon",26,53.2
"31","Diabolic Edict",10,53.1
"32","Lifelink",23,53.1
"33","Vitality Charm",12,52.7
"34","Shattering Blow",8,52.5
"35","Revoke Existence",15,52.3
"36","Smash to Dust",16,52.3
"37","Crimson Acolyte",25,52.2
"38","Introduction to Prophecy",1,51.8
"39","Abrade",1,51.8
"40","Navigator's Compass",9,50.6
"41","Thorn of the Black Rose",9,49.9
"42","Shrivel",10,49.5
"43","Duress",9,49.1
"44","Mournwhelk",3,48.9
"45","Faultgrinder",3,48.9
"46","Gut Shot",8,48.7
"47","Ancient Grudge",8,47.9
"48","Stonehorn Dignitary",6,47.8
"49","Fiery Cannonade",4,47.6
"50","Curfew",4,47.6
