"","Artist","NoCopies","Winrate"
"1","Christopher Rush",907,0.632
"2","Douglas Shuler",736,0.64
"3","Mark Poole",683,0.633
"4","Rob Alexander",579,0.638
"5","Marc Simonetti",486,0.628
"6","Richard Thomas",397,0.64
"7","Mathias Kollros",375,0.631
"8","Irina Nordsol",371,0.632
"9","Jesper Myrfors",298,0.624
"10","Steven Belledin",270,0.636
"11","Jean-Sébastien Rossbach",264,0.626
"12","Andreas Rocha",261,0.609
"13","Ben Thompson",257,0.627
"14","Greg Staples",238,0.627
"15","Anson Maddocks",236,0.653
"16","Yeong-Hao Han",235,0.64
"17","John Avon",224,0.642
"18","Sandra Everingham",220,0.635
"19","Steve Argyle",217,0.627
"20","Anastasia Ovchinnikova",213,0.636
"21","Raoul Vitale",207,0.634
"22","Martina Fackova",204,0.641
"23","Bastien L. Deharme",203,0.633
"24","Vance Kovacs",202,0.634
"25","Franz Vohwinkel",195,0.624
"26","Svetlin Velinov",191,0.656
"27","Goran Josic",180,0.639
"28","Pete Venters",173,0.629
"29","Efflam Mercier",171,0.641
"30","Alex Horley-Orlandelli",171,0.628
"31","YW Tang",159,0.625
"32","Zezhou Chen",159,0.606
"33","Lie Setiawan",158,0.638
"34","Terese Nielsen",158,0.617
"35","Dan Scott",158,0.617
"36","Evyn Fong",157,0.628
"37","Justine Cruz",154,0.623
"38","Dave Allsop",154,0.632
"39","Warren Mahy",150,0.624
"40","Greg Hildebrandt",148,0.621
"41","Chris Rallis",146,0.64
"42","Matt Stewart",143,0.637
"43","Daarken",143,0.613
"44","Jonas De Ro",141,0.647
"45","Joseph Meehan",141,0.619
"46","Vincent Christiaens",140,0.627
"47","Julian Kok Joon Wen",139,0.619
"48","Vincent Proce",136,0.615
"49","Ron Spears",135,0.625
"50","Thomas M. Baxa",129,0.624
"51","Mike Ploog",126,0.619
"52","Allen Williams",126,0.622
"53","Ron Spencer",126,0.627
"54","Robin Olausson",124,0.624
"55","Johannes Voss",124,0.624
"56","David Rapoza",124,0.624
"57","Bartlomiej Gawel",123,0.648
"58","Jesper Ejsing",123,0.618
"59","Bradley Williams",123,0.624
"60","Daren Bader",122,0.628
"61","Ilse Gort",120,0.643
"62","Caroline Gariba",101,0.619
"63","Darrell Riche",96,0.631
"64","Paolo Parente",96,0.619
"65","Massimilano Frezzato",96,0.619
"66","Rebecca Guay",95,0.643
"67","Filip Burburan",92,0.628
"68","Kamila Szutenberg",91,0.629
"69","Mark Tedin",90,0.632
"70","Dan Frazier",86,0.651
"71","Kev Walker",86,0.611
"72","Aurore Folny",83,0.628
"73","Howard Lyon",80,0.642
"74","Emmanuel Shiu",80,0.606
"75","Aaron Miller",79,0.632
"76","Magali Villeneuve",76,0.65
"77","Eytan Zana",75,0.652
"78","Michael Danza",74,0.629
"79","Eric Peterson",73,0.674
"80","Eric Fortune",70,0.635
"81","Anna Christenson",70,0.615
"82","Kieran Yanner",69,0.615
"83","James Wong",68,0.619
"84","Slawomir Maniak",60,0.628
"85","Maria Poliakova",58,0.644
"86","Eric Deschamps",58,0.623
"87","Zoltan Boros",58,0.632
"88","Trevor Claxton",57,0.593
"89","John Severin Brassell",56,0.653
"90","Raymond Swanland",54,0.619
"91","Dave Greco",54,0.633
"92","Craig J Spearing",54,0.628
"93","Chris Rahn",54,0.593
"94","Bryan Talbot",53,0.653
"95","Piotr Dura",46,0.632
"96","Sung Choi",43,0.643
"97","Volkan Baǵa",42,0.653
"98","Colin Boyer",42,0.639
"99","Muhammad Firdaus",41,0.653
"100","Fred Hooper",41,0.615
"101","David Gaillet",39,0.645
"102","Peter Polach",38,0.604
